"		133",대전,2021-10-01,15.7,21.9,31.2,10.8,0.4,79,25
"		133",대전,2021-11-01,8.9,14.9,21.9,4,-2.3,76,24
"		133",대전,2021-12-01,1.9,7.6,14.1,-3,-14.5,70,20
"		133",대전,2022-01-01,-0.8,5.2,10.2,-5.9,-10.8,54,16
"		133",대전,2022-02-01,0.1,6.1,14.1,-5.2,-10.6,49,12
"		133",대전,2022-03-01,8.3,14.5,21.6,2.5,-2.9,59,11
"		133",대전,2022-04-01,14.9,21.9,28.3,8.3,1.1,52,12
"		133",대전,2022-05-01,19.4,26.3,31.6,12.7,5.5,50,17
"		133",대전,2022-06-01,24.1,29.4,35.7,19.8,14.5,67,14
"		133",대전,2022-07-01,27,31.5,35.4,23.4,20.9,75,32
"		133",대전,2022-08-01,25.7,29.6,34.3,22.7,15.4,79,31
"		133",대전,2022-09-01,21.8,27.5,33.1,17.4,11.3,69,20
"		133",대전,2022-10-01,14.3,20.7,28.3,9.1,2.2,68,14
"		133",대전,2022-11-01,9.5,16.6,25.3,3.8,-5.5,64,11
"		133",대전,2022-12-01,-2,3.3,12.5,-6.4,-13.5,62,15
"		133",대전,2023-01-01,-0.9,5.3,15.6,-5.9,-17.7,60,17
"		133",대전,2023-02-01,2.4,8.8,14.7,-2.9,-6.4,54,10
"		133",대전,2023-03-01,10.2,17.8,25.8,3,-4.1,43,7
"		133",대전,2023-04-01,13.7,19.9,28,7.6,1.7,54,7
"		133",대전,2023-05-01,19,25,31.4,13.2,5.1,61,14
"		133",대전,2023-06-01,23.6,29.2,33.5,18.9,15.6,65,22
"		133",대전,2023-07-01,25.8,30.2,35,22.6,18.8,82,34
"		133",대전,2023-08-01,27,31.7,35.7,23.2,19.2,76,43
"		133",대전,2023-09-01,22.8,27.5,32.5,19.2,14.2,77,36
"		133",대전,2023-10-01,15,21.4,24.1,9.8,3.9,69,17
"		133",대전,2023-11-01,7.6,13.2,26.3,2.6,-6.4,64,14
"		133",대전,2023-12-01,2.2,7.3,19.8,-2,-13.7,70,29
"		159",부산,2020-01-01,6.4,10.9,17.7,3.1,-3.2,57,18
"		159",부산,2020-02-01,7.1,11.8,18.1,3.1,-5,55,14
"		159",부산,2020-03-01,10.4,15,18.2,6.4,-0.3,57,15
"		159",부산,2020-04-01,12.6,17.5,24.4,8.9,4.4,53,15
"		159",부산,2020-05-01,17.9,21.8,26,15,12.2,73,20
"		159",부산,2020-06-01,22.4,26.6,30.7,19.5,16.8,73,19
"		159",부산,2020-07-01,22.1,24.8,30.6,20.3,17.8,87,57
"		159",부산,2020-08-01,27.2,30.4,33.2,24.8,23.4,82,52
"		159",부산,2020-09-01,21.9,25.6,30.6,19.2,15.5,74,29
"		159",부산,2020-10-01,17.3,22.2,25.9,13.8,7,58,22
"		159",부산,2020-11-01,12.4,17.2,23.3,8.5,1.1,52,12
"		159",부산,2020-12-01,4.3,9.3,15,0.5,-8,43,6
"		159",부산,2021-01-01,3.3,7.9,15.7,-0.8,-12.2,50,14
"		159",부산,2021-02-01,7.2,11.9,19.3,3.2,-7.2,51,14
"		159",부산,2021-03-01,11.4,15.9,21.6,7.7,1.6,64,14
"		159",부산,2021-04-01,14.7,19.7,26.5,10.8,6.3,56,11
"		159",부산,2021-05-01,17.7,21.5,26.5,14.7,8.6,68,18
"		159",부산,2021-06-01,21.9,25.4,30.9,19.3,16.6,76,29
"		159",부산,2021-07-01,26.3,29.5,32.4,24,20.8,80,48
"		159",부산,2021-08-01,26.2,29.4,35.6,23.8,20.4,82,50
"		159",부산,2021-09-01,22.9,26.4,28.8,20.5,18.9,79,40
"		159",부산,2021-10-01,18.7,23.3,28.4,15.2,5.5,67,17
"		159",부산,2021-11-01,12.5,17.4,22.3,8.6,3.6,56,22
"		159",부산,2021-12-01,6,10.8,17.8,1.9,-8.6,50,16
"		159",부산,2022-01-01,4,9.2,13.2,0,-6.1,41,13
"		159",부산,2022-02-01,3.6,8.8,15.2,-0.5,-7.5,44,17
"		159",부산,2022-03-01,10.5,14.8,20.1,6.8,-0.8,65,14
"		159",부산,2022-04-01,14.9,19.1,23.6,11.4,5.6,64,17
"		159",부산,2022-05-01,19,23.4,27.4,15.3,8.3,60,24
"		159",부산,2022-06-01,21.7,24.9,28.6,19.4,14.7,84,25
